TIPO UNIDADE,MUNICÍPIO,ESCOLA/SETOR/UNIDADE,TIPO VÍNCULO,CARGO,DISCIPLINA,ÁREA ADMINISTRATIVA,FUNÇÃO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/BIBLIOTECA,PROFESSOR REGENTE
"13ª DIREC - APODI, SETOR",APODI,"ESCOLA ESTADUAL FERREIRA PINTO, 13ª DIREC - APODI",VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - IV","Educação Física, Futsal",COORDENADORIA PEDAGÓGICA,"SALA DE AULA, SUPERVISOR DE ASSESSORIA EM EDUCAÇÃO FÍSICA, QUALIDADE DE VIDA E SAÚDE NO TRABALHO"
13ª DIREC - APODI,APODI,"ESCOLA ESTADUAL FERREIRA PINTO, ESCOLA ESTADUAL PROFESSOR GERSON LOPES",VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Ciências, Arte, Ensino Religioso",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Matemática, Ciências Humanas, Linguagens",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO COMISSIONADO,VDE III - VICE DIRETOR ESTAB ENSINO,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Atletismo, Professor de Educação Especial, Educação Física",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"História, Ciências, Matemática, Língua Portuguesa, Geografia",,SALA DE AULA
13ª DIREC - APODI,APODI,"ESCOLA ESTADUAL FERREIRA PINTO, ESCOLA ESTADUAL PROFESSOR GERSON LOPES",VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,"SAP/LABORATÓRIO DE INFORMÁTICA, SAP/MULTIDISCIPLINA",PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),,SAP/LABORATÓRIO DE INFORMÁTICA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,"PROF PERM NIVEL - V, ESPECIALISTA PERM NIVEL - IV",,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,,,
13ª DIREC - APODI,"APODI, ITAU","ESCOLA ESTADUAL FERREIRA PINTO, ESCOLA ESTADUAL PRAXEDES MARTINS","VÍNCULO SERVIDOR, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - IV, PROFESSOR TEMPORARIO",Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,"ESCOLA ESTADUAL FERREIRA PINTO, ESCOLA ESTADUAL PROFESSOR GERSON LOPES","VÍNCULO TEMPORÁRIO, VÍNCULO SERVIDOR","PROFESSOR TEMPORARIO, PROF PERM NIVEL - IV",Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
"13ª DIREC - APODI, SETOR",APODI,"ESCOLA ESTADUAL FERREIRA PINTO, 13ª DIREC - APODI","VÍNCULO TEMPORÁRIO, VÍNCULO SERVIDOR","PROFESSOR TEMPORARIO, PROF PERM NIVEL - IV",Geografia,COORDENADORIA PEDAGÓGICA,"SALA DE AULA, SUPERVISOR DE ASSESSORIA EM ESCOLARIZAÇÃO - SISTEMA GERENCIAIS DE EDUCAÇÃO (SOINSPE/CENSO/SIGEDUC"
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Língua Portuguesa, Ciências, História, Matemática, Geografia",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,"Arte, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,ASSISTENTE ADMINISTRATIVO (GNM I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/OFICINA DE ARTE,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,SAP/MULTIDISCIPLINA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,História,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - III,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,EQUIPE GESTORA,DIRETOR(A)
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Ensino Religioso, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,"VÍNCULO SERVIDOR, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - IV, PROFESSOR TEMPORARIO",Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),,SAP/BIBLIOTECA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Linguagens, Ciências Humanas, Matemática",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,ASSISTENTE ADMINISTRATIVO (GNM I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Arte, Geografia, Matemática, Ciências, História, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Arte, Língua Inglesa",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,"VÍNCULO SERVIDOR, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - IV, PROFESSOR TEMPORARIO","AEE, Professor de Educação Especial",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO COMISSIONADO,VDE III - VICE DIRETOR ESTAB ENSINO,,,
13ª DIREC - APODI,"APODI, ITAU","ESCOLA ESTADUAL FERREIRA PINTO, ESCOLA ESTADUAL PRAXEDES MARTINS","VÍNCULO RECÉM CONTRATADO, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - III, PROFESSOR TEMPORARIO","Professor de Educação Especial, Arte, Linguagens Artísticas Integradas, Educação Desportiva e Saúde, Estudo Orientado, Assembleia de Classe, Ensino Religioso, Iniciação Científica",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,"VÍNCULO SERVIDOR, VÍNCULO CONVÊNIO","PROF PERM NIVEL - V, CONVENIO - PROFESSOR",,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Língua Portuguesa, Matemática, Ciências, Geografia, História",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/MULTIDISCIPLINA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL FERREIRA PINTO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - V,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,"VÍNCULO SERVIDOR, VÍNCULO CONVÊNIO","PROF PERM NIVEL - IV, CONVENIO - ADMINISTRATIVO",,"SAP/MULTIDISCIPLINA, APOIO À EQUIPE GESTORA","PROFESSOR REGENTE, SUPERVISOR DE PÁTIO"
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,PORTEIRO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Matemática, Componente Curricular 05, Componente Curricular 04, Recomposição das Aprendizagens - Matemática, Componente Curricular 06",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Sociologia, Filosofia",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Futsal, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Arte, Handebol, Componente Curricular 05, Educação Física",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,"VÍNCULO SERVIDOR, VÍNCULO CONVÊNIO","PROF PERM NIVEL - IV, CONVENIO - ADMINISTRATIVO",,EQUIPE GESTORA,DIRETOR(A)
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Língua Inglesa, Componente Curricular 06, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"História, Geografia",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/BIBLIOTECA,PROFESSOR REGENTE
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO RECÉM CONTRATADO,PROF PERM NIVEL - III,"Física, Componente Curricular 02, Componente Curricular 01",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Componente Curricular 01, Orientação Acadêmica, Projeto de Vida, Atividade APE, Geografia, Componente Curricular 02",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,"PROF PERM NIVEL - V (DEC JUD), PROF PERM NIVEL - V",,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,VICE-DIRETOR(A)
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Redação, Recomposição das Aprendizagens - Português, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Componente Curricular 03, Biologia, Componente Curricular 04, Arte, Componente Curricular 01, Componente Curricular 02",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,"SAP/MULTIDISCIPLINA, EQUIPE GESTORA","PROFESSOR REGENTE, COORDENADOR(A) PEDAGÓGICO(A)"
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Língua Portuguesa, Componente Curricular 03, Componente Curricular 04",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,PROFESSOR EM TEMPO INTEGRAL,SAP/BIBLIOTECA,PROFESSOR REGENTE
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EMTI,APOIO À EQUIPE GESTORA,SUPERVISOR DE PÁTIO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Atividade APE, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Língua Espanhola, Componente Curricular 05",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Recomposição das Aprendizagens - Matemática, Matemática",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL FRANCISCO DE ASSIS PINHEIRO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,"SAP/LABORATÓRIO DE INFORMÁTICA, SAP/MULTIDISCIPLINA",PROFESSOR REGENTE
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,APOIO ADMINISTRATIVO,PORTEIRO
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,"VÍNCULO CONVÊNIO, VÍNCULO SERVIDOR","PROF PERM N - III, PROF PERM NIVEL - IV",,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - II,,EQUIPE GESTORA,COORDENADOR PEDAGÓGICO
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO RECÉM CONTRATADO,PROF PERM NIVEL - III,"Geografia, Língua Portuguesa, Matemática, Ciências, História",,SALA DE AULA
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Língua Portuguesa, Geografia, Ciências, História, Matemática",,SALA DE AULA
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"História, Geografia, Língua Portuguesa, Matemática, Ciências",,SALA DE AULA
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,"RODOLFO FERNANDES, ITAU","ESCOLA ESTADUAL FRANCISCO REGIS FILHO, ESCOLA ESTADUAL PRAXEDES MARTINS","VÍNCULO SERVIDOR, VÍNCULO TEMPORÁRIO","PROF PERM NIVEL - III, PROFESSOR TEMPORARIO","Língua Portuguesa, Geografia, Matemática, História, Ciências, Ensino Religioso, Arte, Educação Desportiva e Saúde, Estudo Orientado, Linguagens Artísticas Integradas, Assembleia de Classe, Iniciação Científica",,SALA DE AULA
13ª DIREC - APODI,"RODOLFO FERNANDES, APODI","ESCOLA ESTADUAL FRANCISCO REGIS FILHO, ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS",VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - IV","História, Geografia, Ciências, Matemática, Língua Portuguesa",SAP/BIBLIOTECA,"SALA DE AULA, PROFESSOR REGENTE"
13ª DIREC - APODI,RODOLFO FERNANDES,ESCOLA ESTADUAL FRANCISCO REGIS FILHO,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Educação Física, Arte, Handebol, Futsal",,SALA DE AULA
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"História, Componente Curricular 06, Práticas Experimentais, Sociologia, Componente Curricular 01, Recomposição das Aprendizagens - Matemática, Componente Curricular 02, Arte, Componente Curricular 05, Língua Espanhola",,SALA DE AULA
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Componente Curricular 04, Língua Portuguesa, Redação, Componente Curricular 03, Recomposição das Aprendizagens - Português",,SALA DE AULA
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Atividade APE, Matemática, Projeto de Vida, Componente Curricular 05, Língua Espanhola",,SALA DE AULA
