TIPO UNIDADE,MUNICÍPIO,ESCOLA/SETOR/UNIDADE,TIPO VÍNCULO,CARGO,DISCIPLINA,ÁREA ADMINISTRATIVA,FUNÇÃO
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,"TABOLEIRO GRANDE, APODI","ESCOLA ESTADUAL JOSE CLAUDIO ALVES, ESCOLA ESTADUAL PROFESSOR GERSON LOPES",VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - V","Componente Curricular 01, Componente Curricular 02, Física, Química, Práticas Experimentais, Recomposição das Aprendizagens - Matemática, Arte, Ciências",,SALA DE AULA
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Orientação Acadêmica, Educação Física, Filosofia, Química, Língua Inglesa, Língua Portuguesa, Geografia, Componente Curricular 04, Componente Curricular 03, Projeto de Vida, Sociologia, Física, História",,SALA DE AULA
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Sociologia, Oficinas Formativas: Arte e Cultura ou Esporte e Lazer, Biologia, Componente Curricular 04, Componente Curricular 01, Componente Curricular 02, Componente Curricular 03, Filosofia",,SALA DE AULA
13ª DIREC - APODI,TABOLEIRO GRANDE,ESCOLA ESTADUAL JOSE CLAUDIO ALVES,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Matemática, Ciências, História, Geografia, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Iniciação Científica, Atividade APE, Educação Desportiva e Saúde, Linguagens Artísticas Integradas, Assembleia de Classe, Ensino Religioso, Arte, Estudo Orientado",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,"VÍNCULO TEMPORÁRIO, VÍNCULO SERVIDOR","PROFESSOR TEMPORARIO, PROF PERM NIVEL - IV","Professor de Educação Especial, Matemática, Geografia, História, Ciências, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,DIRETOR(A)
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,,
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,VICE-DIRETOR(A)
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,VIGIA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Educação Física,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Assembleia de Classe, Educação Desportiva e Saúde, Estudo Orientado, Linguagens Artísticas Integradas, Arte, Iniciação Científica, Ensino Religioso",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Geografia, História, Ciências, Matemática, PROFESSOR EM TEMPO INTEGRAL, Língua Portuguesa",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,ESPECIALISTA PERM NIVEL - IV,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Língua Portuguesa, Matemática, Ciências, História, Geografia",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Ensino Religioso, Linguagens Artísticas Integradas, Iniciação Científica, Assembleia de Classe, Estudo Orientado, Atividade APE, Educação Desportiva e Saúde, Arte",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"História, Ciências, Matemática, Língua Portuguesa, Geografia",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"PROFESSOR EM TEMPO INTEGRAL, AEE",,SALA DE AULA
13ª DIREC - APODI,ITAU,ESCOLA ESTADUAL PRAXEDES MARTINS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Matemática, Estudo Orientado",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Estudo Orientado, Ciências",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,Técnico-Administrativo,AUXILIAR DE SECRETARIA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,,SAP/MULTIDISCIPLINA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,Técnico-Administrativo,AUXILIAR MERENDEIRA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,Técnico-Administrativo,DIGITADOR
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Desportiva e Saúde, Arte, Ciências, Matemática, ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI, Assembleia de Classe, Estudo Orientado",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,Técnico-Administrativo,DIGITADOR
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Língua Portuguesa, História, Geografia, Ensino Religioso, Iniciação Científica, Linguagens Artísticas Integradas",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,"ESPECIALISTA PERM NIVEL - III (DEC JUD), PROF PERM NIVEL - IV",AEE,APOIO À EQUIPE GESTORA,"APOIO PEDAGÓGICO, SALA DE AULA"
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Ensino Religioso, Linguagens Artísticas Integradas, Arte",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO À EQUIPE GESTORA,SUPERVISOR DE PÁTIO
13ª DIREC - APODI,APODI,"ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS, ESCOLA ESTADUAL VALDEMIRO PEDRO VIANA",VÍNCULO SERVIDOR,"PROF PERM NIVEL - III, PROF PERM NIVEL - III (DEC JUD)","Língua Portuguesa, Estudo Orientado, Língua Espanhola",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Assembleia de Classe, Matemática, Arte, Estudo Orientado, Educação Desportiva e Saúde, Ciências",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,Técnico-Administrativo,AUXILIAR DE SECRETARIA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,EQUIPE GESTORA,VICE-DIRETOR(A)
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,PROFESSOR EM TEMPO INTEGRAL,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),"Geografia, História, PROFESSOR EM TEMPO INTEGRAL, Língua Portuguesa, Educação Física, Linguagens Artísticas Integradas, Iniciação Científica, Ensino Religioso",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Iniciação Científica, Geografia",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Educação Desportiva e Saúde",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Assembleia de Classe, Ciências, Arte, Educação Desportiva e Saúde, Matemática",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Arte, Assembleia de Classe, Estudo Orientado, Educação Desportiva e Saúde, Matemática, Ciências",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,"VÍNCULO RECÉM CONTRATADO, VÍNCULO SERVIDOR",PROF PERM NIVEL - III,"Estudo Orientado, História, Iniciação Científica",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,PROFESSOR EM TEMPO INTEGRAL,Projeto TV Escola,MULTIDISCIPLINA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Ciências, Arte, Educação Desportiva e Saúde, Estudo Orientado, Assembleia de Classe, Matemática",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,PROFESSOR EM TEMPO INTEGRAL,APOIO À EQUIPE GESTORA,APOIO PEDAGÓGICO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Língua Portuguesa, História, Geografia, Linguagens Artísticas Integradas, Iniciação Científica, Ensino Religioso",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI,EQUIPE GESTORA,COORDENADOR(A) PEDAGÓGICO(A)
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,APOIO ADMINISTRATIVO,SERVENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Educação Física, Linguagens Artísticas Integradas, Iniciação Científica, Língua Portuguesa, História, Geografia, Ensino Religioso",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,"VÍNCULO CONVÊNIO, VÍNCULO SERVIDOR","CONVENIO - PROFESSOR , PROF PERM NIVEL - IV",,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI,APOIO À EQUIPE GESTORA,SUPERVISOR DE PÁTIO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III (DEC JUD),,EQUIPE GESTORA,DIRETOR(A)
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV (DEC JUD),PROFESSOR EM TEMPO INTEGRAL,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,SAP/BIBLIOTECA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,ASSISTENTE ADMINISTRATIVO (GNM I - LCE 698/2022),,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,Educação Desportiva e Saúde,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,APOIO ADMINISTRATIVO,MERENDEIRA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO II - LCE 698/2022),,APOIO ADMINISTRATIVO,ASSISTENTE ADMINISTRATIVO
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,"Língua Inglesa, Iniciação Científica, Assembleia de Classe",,SALA DE AULA
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO TERCEIRIZADO,AUXILIAR DE SERVICOS GERAIS,,,
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,PROFESSOR EM TEMPO INTEGRAL,SAP/MULTIDISCIPLINA,PROFESSOR REGENTE
13ª DIREC - APODI,APODI,ESCOLA ESTADUAL PROFESSOR ALVANI DE FREITAS DIAS,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"História, Iniciação Científica, Ensino Religioso, Língua Portuguesa, Geografia, Linguagens Artísticas Integradas, Educação Física",,SALA DE AULA
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Iniciação Científica, Geografia, Ensino Religioso, Ciências, Educação Desportiva e Saúde, Estudo Orientado",,SALA DE AULA
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,AUXILIAR DE INFRAESTRUTURA (GNO I - LCE 698/2022),,APOIO À EQUIPE GESTORA,INSPETOR ESCOLAR
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III (DEC JUD),,,
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Ensino Religioso, Iniciação Científica, Estudo Orientado, Educação Desportiva e Saúde, Geografia, Ciências",,SALA DE AULA
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI,APOIO À EQUIPE GESTORA,SUPERVISOR DE PÁTIO
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - MERENDEIRA,,,
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI,EQUIPE GESTORA,COORDENADOR ADM. FINANCEIRO
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,,
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - IV,,EQUIPE GESTORA,VICE-DIRETOR(A)
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,Professor de Educação Especial,,SALA DE AULA
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - PORTEIRO,,,
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - CUIDADOR,,,
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Estudo Orientado, Iniciação Científica, Ciências, Geografia, Ensino Religioso, Atividade APE, Linguagens Artísticas Integradas",,SALA DE AULA
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TERCEIRIZADO,TERCEIRIZADO - ASG,,,
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO SERVIDOR,PROF PERM NIVEL - III,"Matemática, ASSESSORAMENTO TÉCNICO-PEDAGÓGICO EFTI, Assembleia de Classe, Língua Portuguesa, Educação Desportiva e Saúde, História, Arte",,SALA DE AULA
13ª DIREC - APODI,CARAUBAS,ESCOLA ESTADUAL PROFESSORA MARIA SILVIA DE VASCONCELOS CAMARA,VÍNCULO TEMPORÁRIO,PROFESSOR TEMPORARIO,"Assembleia de Classe, Língua Portuguesa, Matemática, História, Arte, Atividade APE, Linguagens Artísticas Integradas",,SALA DE AULA
